,Compound,Negative,Neutral,Positive,Tweet Date,Tweet Text,Tweets Ago,User
77,0.4767,0.0,0.881,0.119,Mon Jul 30 17:56:53 +0000 2018,"RT @BBC: ❤️ The reaction when this little girl showed her school friends her new sports blade gives us all the feels. 
#InternationalFriend…",78,@BBC
78,0.0,0.0,1.0,0.0,Mon Jul 30 17:56:52 +0000 2018,RT @campbellclaret: A headline you will never see on the @bbc until it refinds its bottle and purpose https://t.co/czqeuabJKC,79,@BBC
79,0.5574,0.092,0.667,0.242,Mon Jul 30 17:56:52 +0000 2018,"RT @Misandry_Kills: #NiponDas
#HimaDas
#FakeCases

Will d #Presstitutes care to protect d identity &amp; #Dignity of an accused b4 his convicti…",80,@BBC
80,0.0,0.0,1.0,0.0,Mon Jul 30 17:56:47 +0000 2018,"RT @mikegalsworthy: The @BBC seems to have developed a cosy chum network of rightwing think-tanks... Tax Payers’ Alliance, IEA, Adam Smith…",81,@BBC
81,0.5719,0.0,0.85,0.15,Mon Jul 30 17:56:44 +0000 2018,RT @sukh_pnesar: #InternationalFriendshipDay is celebrated by @cmohry and CID IG Anil Rao. Who are the master mind of Barwala kand. Both ar…,82,@BBC
82,0.0,0.0,1.0,0.0,Mon Jul 30 17:56:42 +0000 2018,@sampadscales @LaliGanguli @onlyonenetra @sanchat48 @DilPCS @Riteishd @BBC Switch to @DDNewsHindi @loksabhatv @rajyasabhatv,83,@BBC
83,-0.0191,0.067,0.933,0.0,Mon Jul 30 17:56:39 +0000 2018,"RT @BBC: 'Doesn't matter what's written on the packet, wet wipes do not disintegrate.'
#TheFiveBillionPoundSuperSewer https://t.co/Ja9nBFnr…",84,@BBC
84,0.6124,0.0,0.792,0.208,Mon Jul 30 17:56:36 +0000 2018,RT @IAM568: @trevdick @VesperUK @RadioTimes @RaymondSnoddy @BBC That would be like voting for Brexit because you didn't like the EU. Could…,85,@BBC
85,0.7269,0.0,0.724,0.276,Mon Jul 30 17:56:31 +0000 2018,"RT @judith17554: @trevdick @RadioTimes @RaymondSnoddy @BBC I have loved BBC all my life,and thought it a national treasure. I know Cameron…",86,@BBC
86,-0.1027,0.113,0.887,0.0,Mon Jul 30 17:56:19 +0000 2018,@BBC We actually pay for this rubbish? Give me my money back,87,@BBC
87,0.4767,0.0,0.881,0.119,Mon Jul 30 17:56:15 +0000 2018,"RT @BBC: ❤️ The reaction when this little girl showed her school friends her new sports blade gives us all the feels. 
#InternationalFriend…",88,@BBC
88,-0.5255,0.151,0.849,0.0,Mon Jul 30 17:56:13 +0000 2018,RT @MalcolmFincken: @trevdick @RadioTimes @RaymondSnoddy @BBC I'm disappointed in you for even considering this as an option! The BBC needs…,89,@BBC
89,0.0,0.0,1.0,0.0,Mon Jul 30 17:56:12 +0000 2018,"@UnpubWrites @solange_lebourg @BBC Check the article!
Twitter selects the image from all the images on the page; in… https://t.co/4ywPGjQrGi",90,@BBC
90,0.4199,0.0,0.883,0.117,Mon Jul 30 17:56:10 +0000 2018,@cher Hi Cher! Would you like to come on the @BBC’s Brexit themed podcast for a chat? It’s called #Brexitcast and i… https://t.co/uhyezzptnj,91,@BBC
91,0.4767,0.0,0.881,0.119,Mon Jul 30 17:56:05 +0000 2018,"RT @BBC: ❤️ The reaction when this little girl showed her school friends her new sports blade gives us all the feels. 
#InternationalFriend…",92,@BBC
92,0.0,0.0,1.0,0.0,Mon Jul 30 17:56:03 +0000 2018,@campbellclaret @BBC Of course Mr. Campbell wont have the decency to recognise it was a poll taken by a hideously l… https://t.co/LnEXcseoAE,93,@BBC
93,0.0,0.0,1.0,0.0,Mon Jul 30 17:56:02 +0000 2018,@BBC What horse manure,94,@BBC
94,0.0,0.0,1.0,0.0,Mon Jul 30 17:56:01 +0000 2018,RT @ElaineMuir2: @hambudge @kevinoils_kevin @andrewgmorton @BrianMac168 @BBC @moridura @WingsScotland On the phone now - he says they've ha…,95,@BBC
95,0.6633,0.0,0.811,0.189,Mon Jul 30 17:55:56 +0000 2018,"RT @rick135b7: EXCELLENT OBSERVATIONS AND INSIGHT IN 1949 BY BRITISH OFFICER PETER MURRAY - ON RELIGION, THE SITUATION, AND ETHNIC CHARACTE…",96,@BBC
96,0.0,0.0,1.0,0.0,Mon Jul 30 17:55:55 +0000 2018,"RT @mikegalsworthy: The @BBC seems to have developed a cosy chum network of rightwing think-tanks... Tax Payers’ Alliance, IEA, Adam Smith…",97,@BBC
97,-0.2833,0.184,0.708,0.108,Mon Jul 30 17:55:53 +0000 2018,RT @RaymondSnoddy: @judith17554 @trevdick @RadioTimes @BBC This is difficult - things are not quite as bad as you say the problem is that t…,98,@BBC
98,0.4767,0.0,0.881,0.119,Mon Jul 30 17:55:50 +0000 2018,"RT @BBC: ❤️ The reaction when this little girl showed her school friends her new sports blade gives us all the feels. 
#InternationalFriend…",99,@BBC
99,0.0,0.0,1.0,0.0,Mon Jul 30 17:55:44 +0000 2018,RT @campbellclaret: A headline you will never see on the @bbc until it refinds its bottle and purpose https://t.co/czqeuabJKC,100,@BBC
100,0.7249,0.0,0.805,0.195,Mon Jul 30 18:04:13 +0000 2018,"RT @_Arnav_Khushi_: Renew #TheCrossing !!! It's legit the best show on the channel... there's so many more things I wanna know about, bring…",1,@CBS
101,0.0,0.0,1.0,0.0,Mon Jul 30 18:03:49 +0000 2018,"RT @DanaScorpion: For the return of #ScorpionDay, we are able to go to the moon ! 🌝❤️🦂 Do you hear that @CBS ? #SaveScorpion https://t.co/j…",2,@CBS
102,0.2263,0.0,0.853,0.147,Mon Jul 30 18:03:20 +0000 2018,@1776Stonewall @maga_fedup I am surprised @CBS ran this. Trying for brownie points I guess.,3,@CBS
103,-0.3818,0.115,0.885,0.0,Mon Jul 30 18:02:10 +0000 2018,"RT @PatriotShugie: MSN Headline: Trump Threatens Government Shut-Down If Dems Don't Approve Border Wall.

IF WE DON'T GET A WALL - WE WON'T…",4,@CBS
104,-0.4588,0.15,0.85,0.0,Mon Jul 30 18:01:54 +0000 2018,This is outrageous that @Lesmoonves has not been immediately removed from his position @CBS In today #Metoomovement… https://t.co/9Lsi790lfx,5,@CBS
105,0.8309,0.0,0.672,0.328,Mon Jul 30 18:01:38 +0000 2018,RT @crazyxgfwriters: Thank you @CBS and @CBSTVStudios for the delicious donuts on our second day of filming! They were a dream! https://t.c…,6,@CBS
106,0.0,0.0,1.0,0.0,Mon Jul 30 18:01:25 +0000 2018,This should be investigated and reported on. @CNNPolitics  @CBSPolitics @ABCPolitics @ABC @NBC @CBS @MSNBC @CNN… https://t.co/DT6E28SKSO,7,@CBS
107,0.0,0.0,1.0,0.0,Mon Jul 30 18:01:02 +0000 2018,"TUNE IN: After sexual misconduct allegations against @LeslieMoonves, we discuss the future of @CBS, with @JBFlint,… https://t.co/jyIwE8V7o3",8,@CBS
108,0.4215,0.0,0.781,0.219,Mon Jul 30 18:00:33 +0000 2018,RT @AquariusClexa10: True real selfless HEDA  #ReverseTheTrope #StopBaitingUs #LexaDeservedBetter #ClarkeDeservedBetter #ClexaDeservedBette…,9,@CBS
109,-0.5423,0.226,0.774,0.0,Mon Jul 30 18:00:02 +0000 2018,ICYMI: @CBS board to meet over Moonves sexual harassment claims. #TVNews https://t.co/UeEMdTjExQ https://t.co/hxck6tldRW,10,@CBS
110,0.4753,0.107,0.704,0.189,Mon Jul 30 17:58:06 +0000 2018,"RT @Corey_Feldman: WOW! A BIT OF BACKSTORY, I HAD A SHOW ON @CBS IN THE 90s, WHICH LESLIE CANCELLED EARLY, 4 UNEXPLAINED REASONS, COINCIDEN…",11,@CBS
111,0.0,0.0,1.0,0.0,Mon Jul 30 17:56:17 +0000 2018,"This should have been, should be a big story. @CNNPolitics  @CBSPolitics @ABCPolitics @ABC @NBC @CBS @MSNBC @CNN… https://t.co/SivIL9zbMI",12,@CBS
112,0.0258,0.115,0.723,0.162,Mon Jul 30 17:55:54 +0000 2018,"RT @FAVOR_IN_CHRIST: “News” companies like @FoxNews, @CNN, @MSNBC, @CBS... want you to believe it would be @realDonaldTrump fault for a gov…",13,@CBS
113,0.0,0.0,1.0,0.0,Mon Jul 30 17:55:35 +0000 2018,"RT @iamgreenfield: Coming this October 
@TheNeighborhood 
Monday nights at 8pm
@CBS 
@CedEntertainer 
@TichinaArnold 
@BethBehrs 
@mrmarcel…",14,@CBS
114,0.0,0.0,1.0,0.0,Mon Jul 30 17:55:27 +0000 2018,Why isn't media talking about this. You only lets Dems on if they talk about investigation and then query that they… https://t.co/ALbFDtmojn,15,@CBS
115,-0.0772,0.053,0.947,0.0,Mon Jul 30 17:55:12 +0000 2018,RT @SickSicklySher: @Corey_Feldman @CBS Why do you always wait for someone to be exposed before saying oh yea they are one of them  I knew…,16,@CBS
116,0.7964,0.0,0.747,0.253,Mon Jul 30 17:54:50 +0000 2018,"RT @Katalanskt: Amazing human towers built with extreme focus, trust and a rush of adrenaline. A bit of Catalonia very close to the White H…",17,@CBS
117,-0.5267,0.459,0.541,0.0,Mon Jul 30 17:53:50 +0000 2018,@MrsSOsbourne @CBS @JulieChen You're disgusting.,18,@CBS
118,0.0,0.0,1.0,0.0,Mon Jul 30 17:53:03 +0000 2018,@TrumanQuest @Congress @senate @SpeakerRyan @SenMajLdr @DNC @RNC @NBC @CNN @ABC @MSNBC @FoxNews @CBS @CNBC We Will… https://t.co/jToxuj4EzI,19,@CBS
119,0.0,0.0,1.0,0.0,Mon Jul 30 17:52:50 +0000 2018,"RT @AnaLexaCampos: Give us  #LexaSpinoff with ADC &amp; EJT

@warnerbrostv @CBS @hulu @NetflixLifee @Showtime @AMC_TV @FreeformTV @WarnerBrosEn…",20,@CBS
120,0.7964,0.0,0.747,0.253,Mon Jul 30 17:52:05 +0000 2018,"RT @Katalanskt: Amazing human towers built with extreme focus, trust and a rush of adrenaline. A bit of Catalonia very close to the White H…",21,@CBS
121,-0.296,0.155,0.845,0.0,Mon Jul 30 17:51:40 +0000 2018,@CGasparino @TeamCavuto @CBS @FoxBusiness He’s no Charlie Rose so he’ll skate. Book it.,22,@CBS
122,0.0,0.0,1.0,0.0,Mon Jul 30 17:51:30 +0000 2018,RT @marycjoyce2: @CNN @NBC @CBS @ABC @MSNBC @washingtonpost @newyorktimes110 @latimes https://t.co/HN5Ze43sFE,23,@CBS
123,-0.6486,0.275,0.725,0.0,Mon Jul 30 17:51:24 +0000 2018,RT @VoicingMyMind: Here's how to stop fake news: @realdonaldtrump @mike_pence @SpeakerRyan @SenateMajLdr @FOXNEWS @foxandfriends @MSNBC @CN…,24,@CBS
124,0.0,0.0,1.0,0.0,Mon Jul 30 17:51:15 +0000 2018,"From the outhouse to the white house,too many""Dogs""in charge,time for real bi+ches to rise in power! @TIMESUPNOW Sa… https://t.co/5n8cp2zZyY",25,@CBS
125,-0.5423,0.163,0.837,0.0,Mon Jul 30 17:50:37 +0000 2018,Why isn't the media talking about this. Outrageous. You only put Dems on if they talk about investigation.… https://t.co/LS3kC2CPQ3,26,@CBS
126,0.5434,0.139,0.568,0.293,Mon Jul 30 17:50:11 +0000 2018,"@KrustaRhymes @boldfacedenemy @CBS Honestly, she's been extremely problematic since she won HOH.. calling JC ""that… https://t.co/5Bi3tLwZpk",27,@CBS
127,0.0,0.0,1.0,0.0,Mon Jul 30 17:48:22 +0000 2018,@nbc @CBS @FOXTV @tntdrama @ABC @TheCW @USA_Network @AmazonStudios @amazon @netflix @hulu @mccumberc @valboreland… https://t.co/R5MFJY8Qsm,28,@CBS
128,0.34,0.0,0.87,0.13,Mon Jul 30 17:48:19 +0000 2018,RT @TerryStOnge: @smartiekat123 @DebAlwaystrump @realDonaldTrump Non of these people should have security clearance after leaving office of…,29,@CBS
129,0.4843,0.075,0.754,0.171,Mon Jul 30 17:45:50 +0000 2018,Seriously! Are you guys done with creative new shows? What's up with all these 80/90s rehash pandering? Meh!… https://t.co/aNVcKimGWD,30,@CBS
